部,函,經號,headN,藏文經名,中文經名
,,,2,སུམ་བཅུ་བརྒྱད་པ། ཞི་བའི་སྤྱོད་པ་ལས་ཀྱི་ལེའུ།,
,,,2,སུམ་བཅུ་དགུ་པ། ལས་བསྡུས་པའི་ལེའུ།,
,,,2,བཞི་བཅུ་པ། ལས་སྒྲུབ་པའི་ཕན་ཡོན་གྱི་ལེའུ།,
,第104函 ཞ,J754,1,ལྷ་མོ་སྒྱུ་འཕྲུལ་དྲ་བ་ཆེན་མོ་ཞེས་བྱ་བའི་རྒྱུད།,
,,,2,དང་པོ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་དཀྱིལ་འཁོར་སྒྲིབ་པ་མཆོག་ཏུ་སེལ་བའི་ལེའུ།,
,,,2,གཉིས་པ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་སྐུ་དང་གསུང་དང་ཐུགས་ཀྱི་གསང་བ་རྣལ་འབྱོར་བདེ་བ་ཆོས་ཀྱི་འཁོར་ལོ་ཞེས་བྱ་བའི་ལེའུ།,
,,,2,གསུམ་པ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གསང་བའི་སྙིང་པོ་ལས་བག་ཆགས་གཏན་ལ་འབེབས་པ་གཉིས་སུ་མེད་པར་གླེང་བའི་ལེའུ།,
,,,2,བཞི་པ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་མཉེས་པའི་མཆོག་ལས་གར་གྱི་ལེའུ།,
,,,2,ལྔ་པ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གསང་བའི་བདེ་བ་སྡོམ་པ་ཐམས་ཅད་ཀྱི་མཆོག་གི་ལེའུ།,
,,,2,དྲུག་པ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གསང་བའི་དཀྱིལ་འཁོར་ཞེས་བྱ་བའི་ལེའུ།,
,,,2,བདུན་པ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་མཛད་སྤྱོད་བསམ་གྱིས་མི་ཁྱབ་པ་ལས་མཆོད་པ་དེ་ཁོ་ན་ཉིད་ཀྱི་ལེའུ།,
,,,2,བརྒྱད་པ། དེ་བཞིན་གཤེགས་པའི་སྐུ་དང་གསུང་དང་ཐུགས་ཀྱི་གསང་བ་དེ་ཁོ་ན་ཉིད་ལས་མཆོད་ཡོན་དམ་པ་དང་སྙིང་རྗེའི་ལེའུ།,
,,,2,དགུ་པ། དེ་བཞིན་གཤེགས་པ་ཁྲོ་བོའི་སྤྲིན་རྣམ་པར་སྤྲོས་པ་བདུད་བཏུལ་བའི་ལེའུ།,
,,,2,བཅུ་པ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གསང་བ་ལས་རྣམ་པར་བསྒྱུར་བའི་ཡེ་ཤེས་ཀྱི་འཁོར་ལོའི་ལེའུ།,
,,,2,བཅུ་གཅིག་པ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གསང་བ་མཉེས་པ་ལས་སྔགས་ཀྱི་ལེའུ།,
,,,2,བཅུ་གཉིས་པ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཧེ་རུ་ཀ་འདུས་པ་ཆེན་མོའི་དཀྱིལ་འཁོར་གྱི་ལེའུ།,
,,J755,1,གསང་བའི་སྙིང་པོ་དེ་ཁོ་ན་ཉིད་ངེས་པའི་བླ་མ་ཆེན་པོ།,
,,,2,དང་པོ། དབྱིངས་དང་ཡེ་ཤེས་གསང་བའི་བདེ་བའི་བླ་མ་ངེས་པའི་གླེང་གཞིའི་ལེའུ།,
,,,2,གཉིས་པ། དབྱིངས་དང་ཡེ་ཤེས་གཉིས་སུ་མེད་པའི་ངང་དུ་སེམས་ཀྱི་རང་བཞིན་ཅིར་ཡང་འགྲུབ་པའི་ལེའུ།,
,,,2,གསུམ་པ། དཀྱིལ་འཁོར་སྤྲོས་པའི་ལེའུ།,
,,,2,བཞི་པ། དཀྱིལ་འཁོར་བསྡུ་བ་དང་གསང་སྔགས་ཀྱི་ལེའུ།,
,,,2,ལྔ་པ། ཕྱག་རྒྱ་སྤྲོས་པའི་ལེའུ།,
,,,2,དྲུག་པ། རྡོ་རྗེ་བཀོད་པ་གསང་བ་དམ་ཚིག་དང་དབང་སྦྱིན་པའི་ལེའུ།,
,,,2,བདུན་པ། ཐུགས་རྗེ་གདུང་བའི་ལེའུ།,
,,,2,བརྒྱད་པ། ཚོགས་ཆེན་པོ་རྣམ་པ་གཉིས་མཉེས་པའི་ལེའུ།,
,,,2,དགུ་པ། བདུད་བཏུལ་བ་དང་ཉིད་ཀྱི་སྐུ་གསུང་ཐུགས་ཀྱི་ཆེ་བའི་ཡོན་ཏན་ཕྱོགས་བཅུར་གསལ་བའི་ལེའུ།,
,,,2,བཅུ་པ། འཇིགས་བྱེད་ཆེན་པོ་གསུང་གི་དཀྱིལ་འཁོར་དང་དམ་ཚིག་རྡོ་རྗེའི་ལེའུ།,
,,,2,བཅུ་གཅིག་པ། མན་ངག་སྙིང་པོ་བྱང་ཆུབ་སེམས་བདེ་བ་ཆེན་པོའི་ལེའུ།,
,,,2,བཅུ་གཉིས་པ། ལྷུན་གྱིས་གྲུབ་པའི་ཕྲིན་ལས་དང་ཡོངས་སུ་མཉེས་པའི་ལེའུ།,
,,,2,བཅུ་གསུམ་པ། རྡེང་ཆེན་པོའི་ལེའུ།,
,,J756,1,འཕགས་པ་འཇམ་དཔལ་ལས་བཞི་འཁོར་ལོ་གསང་བའི་རྒྱུད།,
,,,2,རྩ་བའི་རྒྱུད།,
,,,3,དང་པོ། གླེང་གཞིའི་རྩ་བའི་ལེའུ།,
,,,3,གཉིས་པ། ཐམས་ཅད་ཞི་བའི་ལེའུ།,
,,,3,གསུམ་པ། ཐམས་ཅད་རྒྱས་བར་བྱ་བའི་ལེའུ།,
,,,3,བཞི་པ། དབང་གི་ལེའུ།,
,,,3,ལྔ་པ། དྲག་པོའི་ལེའུ།,
,,,3,དྲུག་པ། ངན་སྔགས་དབང་སྡུད་ཀྱི་ལེའུ།,
,,,3,བདུན་པ། རོ་ལངས་ཀྱི་བསྒྲུབ་པ་ལ་ངན་སྔགས་ཀྱི་ཕུར་བུས་གདབ་པའི་ལེའུ།,
,,,3,བརྒྱད་པ། འཇམ་དཔལ་ཚེ་སྒྲུབ་པའི་ལེའུ།,
,,,3,དགུ་པ། ལོག་འདྲེན་མཐར་བྱེད་ཀྱིས་གནན་པའི་ལེའུ།,
,,,3,བཅུ་པ། གནོད་སྦྱིན་མཐར་བྱེད་ཀྱིས་གནོན་པའི་ལེའུ།,
,,,3,བཅུ་གཅིག་པ། ཀླུ་མཐར་བྱེད་ཀྱིས་གནོན་པའི་ཐབས་ཀྱི་ལེའུ།,
,,,3,བཅུ་གཉིས་པ། ཡ་མ་མཐར་བྱེད་ཀྱིས་གནོན་པའི་ལེའུ།,
,,,3,བཅུ་གསུམ་པ། མཇུག་བསྐུལ་བ་དང་གནང་བའི་ལེའུ།,
,,,2,རྒྱུད་ཕྱི་མ།,
,,,3,ལེའུ་བཅུ་བཞི་པ།,
,,J757,1,དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་དགོངས་པ་བླ་ན་མེད་པ་གསང་བ་རྟ་མཆོག་རོལ་པའི་རྒྱུད་ཆེན་པོ་ཞེས་བྱ་བ།,
,,,2,དང་པོ། རྣམ་པར་སྤྲུལ་པའི་ལེའུ།,
,,,2,གཉིས་པ། ཐུགས་རྗེ་སྤྲུལ་པའི་རོལ་པའི་ལེའུ།,
,,,2,གསུམ་པ། དཀྱིལ་འཁོར་རྣམ་པར་འཕྲུལ་པའི་ལེའུ།,
,,,2,བཞི་པ། དེ་ཁོ་ན་ཉིད་བསྟན་པའི་ལེའུ།,
,,,2,ལྔ་པ། དེ་བཞིན་ཉིད་ཀྱི་ལེའུ།,
,,,2,དྲུག་པ། ཏིང་ངེ་འཛིན་གྱི་ལེའུ།,
,,,2,བདུན་པ། གཟུགས་བརྙན་ཙམ་པའི་ལེའུ།,
,,,2,བརྒྱད་པ། ལམ་ཁྱད་པར་དུ་འཕགས་པའི་ལེའུ།,
,,,2,དགུ་པ། བདུད་ཀྱི་སྡེ་དང་བཅས་པ་ཤུགས་འབྱུང་བའི་ལེའུ།,
,,,2,བཅུ་པ། མཛད་པ་ཆེན་པོའི་ལེའུ།,
,,,2,བཅུ་གཅིག་པ། རྡོ་རྗེ་བཀོད་པའི་དཀྱིལ་འཁོར་སྤྲུལ་པའི་ལེའུ།,
,,,2,བཅུ་གཉིས་པ། རྟ་འགྲིན་དབང་གི་དཀྱིལ་འཁོར་སྤྲུལ་པའི་ལེའུ།,
,,,2,བཅུ་གསུམ་པ། ཐུགས་ཡེ་ཤེས་སེམས་དཔའི་དཀྱིལ་འཁོར་འཕྲུལ་པའི་ལེའུ།,
,,,2,བཅུ་བཞི་པ། མཁའ་འགྲོ་མ་སྤྲུལ་པའི་ལེའུ།,
,,,2,བཅྭ་ལྔ་པ། ཁམས་གསུམ་གནོན་པའི་ལེའུ།,
,,,2,བཅུ་དྲུག་པ། ཁྲོ་བོ་ཕྲིན་ལས་རོལ་པའི་ལེའུ།,
,,,2,བཅུ་བདུན་པ། རིན་ཆེན་དབྱིངས་ཀྱི་དཀྱིལ་འཁོར་ཕྲུལ་པའི་ལེའུ།,
,,,2,བཅྭ་བརྒྱད་པ། རང་སངས་རྒྱས་ཐམས་ཅད་ཁྲོ་བོར་བྱུང་བའི་ལེའུ།,
,,,2,བཅུ་དགུ་པ། བདེ་བ་ཆེན་པོའི་ལེའུ།,
,,,2,ཉི་ཤུ་པ། རྣམ་པར་འཕྲུལ་པའི་དཀྱིལ་འཁོར་སྒྲོལ་བྱའི་ལེའུ།,
,,,2,ཉེར་གཅིག་པ། གསང་ཆེན་འདུས་པའི་ལེའུ།,
,,,2,ཉེར་གཉིས་པ། དཀྱིལ་འཁོར་རྒྱུའི་དོན་ཕྱུང་བའི་ལེའུ།,
,,,2,ཉེར་གསུམ་པ། ཁྲོ་བོ་རྔོམ་བརྗིད་སྟོན་པའི་ལེའུ།,
,,,2,ཉེར་བཞི་པ། རོ་ལངས་བསྒྲུབ་པ་བསྟན་པའི་ལེའུ།,
,,,2,ཉེར་ལྔ་པ། ཐུན་མོང་གི་དངོས་གྲུབ་བསྒྲུབ་པའི་ལེའུ།,
,,,2,ཉེར་དྲུག་པ། ཚེ་བསྒྲུབ་པའི་ལེའུ།,
,,,2,ཉེར་བདུན་པ། བདུད་རྩི་བསྒྲུབ་པའི་ལེའུ།,
,,,2,ཉེར་བརྒྱད་པ། བསམ་གཏན་གྱི་སྦྱོར་བའི་རིམ་པའི་ལེའུ།,
,,,2,ཉེར་དགུ་པ། རྟེན་གྱི་སྒོ་ནས་སྤྱད་པའི་ལེའུ།,
,,,2,སུམ་བཅུ་པ། བསྲུང་བའི་ལེའུ།,
,,J758,1,དཔལ་ཧེ་རུ་ཀ་སྙིང་རྗེ་རོལ་པའི་རྒྱུད་གསང་བ་ཟབ་མོའི་མཆོག་ཅེས་བྱ་བ།,
,,,2,དང་པོ། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་རྡོ་རྗེ་བཙུན་མོ་རྣམས་ཀྱི་གསང་བ་ཆེན་པོ་རྣལ་འབྱོར་མ་དབང་ཕྱུག་ཆེན་མོ་རྣམས་ཀྱིས་མཆོག་ཏུ་གསང་བའི་དཀྱིལ་འཁོར་གྱི་ལེའུ།,
,,,2,གཉིས་པ། ཡེ་ཤེས་ཀྱི་ཁྲོ་བོ་དཀྱིལ་འཁོར་གྱི་ལེའུ།,
,,,2,གསུམ་པ། གསང་བའི་ལྷ་མོ་མཆོད་པའི་སྦྱོར་བའི་ལེའུ།,
,,,2,བཞི་པ། གསང་བའི་ཁྲོ་བོའི་བསྙེན་པའི་ལེའུ།,
,,,2,ལྔ་པ། རྡོ་རྗེ་ཕོ་ཉའི་ལེའུ།,
,,,2,དྲུག་པ། བཟླས་པའི་ལེའུ།,
,,,2,བདུན་པ། དབང་གི་ལེའུ།,
,,,2,བརྒྱད་པ། ཏིང་ངེ་འཛིན་གྱི་ལེའུ།,
,,,2,དགུ་པ། མཆོད་པ་གསང་བའི་ལེའུ།,
,,,2,བཅུ་པ། དམ་ཚིག་གི་ལེའུ།,
,,,2,བཅུ་གཅིག་པ། སྣོད་བརྟག་པའི་ལེའུ།,
,,,2,བཅུ་གཉིས་པ། བདུད་འདུལ་བའི་ལེའུ།,
,,,2,བཅུ་གསུམ་པ། ཁྲོ་བོ་བསྐྱེད་རྫོགས་ལས་ཀྱིས་བཟླས་པའི་ལེའུ།,
,,,2,བཅུ་བཞི་པ། ཁྲོ་བོ་མནན་བཟློག་གི་ལེའུ།,
,,,2,བཅྭ་ལྔ་པ། འཕྲ་མེན་མ་བསྒྲུབ་པའི་ལེའུ།,
,,,2,བཅུ་དྲུག་པ། སྐུ་གསུང་ཐུགས་ཀྱི་དངོས་གྲུབ་དབྱིག་བསྒྲུབ་པའི་ལེའུ།,
,,,2,བཅུ་བདུན་པ། ཡོངས་སུ་གཏད་པའི་ལེའུ།,
,,J759a,1,ཐམས་ཅད་བདུད་རྩི་ལྔའི་རང་བཞིན། དངོས་གྲུབ་ཆེན་པོ་ཉེ་བའི་སྙིང་པོ་མཆོག,
,,J759b,1,ཚངས་པ་ལ་སོགས་པ་དྲང་སྲོང་དང་། ལྷ་དང་ཀླུ་དང་མིའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་ཕྱག་འཚལ་ལོ།,
,,J759c,1,བཅོམ་ལྡན་འདས་གཉིས་མེད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་ལ་ཕྱག་འཚལ་ལོ།།,
,,J759d,1,འབྲས་བུ་ཆེན་པོ་ལྔ་བསྒྲལ་བ།,
,,J759e,1,རིགས་ལྔ་བདེ་བར་གཤེགས་པ་ལ་ཕྱག་འཚལ་ལོ།,
,,J759f,1,བདུད་རྩི་འཁྱིལ་པ་ལ་ཕྱག་འཚལ།,
,,J759g,1,བདུད་རྩི་བུམ་པའི་ལུང་།,
,,J759h,1,བཅོམ་ལྡན་འདས་འཇམ་དཔལ་རྣོན་པོ་ལ་ཕྱག་འཚལ་ལོ།,
,,J760,1,མཁའ་འགྲོ་མ་མེ་ལྕེ་འབར་བའི་རྒྱུད།,
,,,2,དང་པོ། གླེང་བཞིའི་ལེའུ།,
,,,2,གཉིས་པ། སློབ་དཔོན་དང་སློབ་མའི་ཚད་བསྟན་པའི་ལེའུ།,
,,,2,གསུམ་པ། ལྟ་བ་བསྟན་པའི་ལེའུ།,
,,,2,བཞི་པ། དཀྱིལ་འཁོར་བསྟན་པའི་ལེའུ།,
,,,2,ལྔ་པ། དཔོན་གཡོག་གི་དམ་རྫས་བསྟན་པའི་ལེའུ།,
,,,2,དྲུག་པ། སྐུ་གཟུགས་བསྟན་པའི་ལེའུ།,
,,,2,བདུན་པ། ཏིང་ངེ་འཛིན་བསྟན་པའི་ལེའུ།,
,,,2,བརྒྱད་པ། སྔགས་བསྟན་པའི་ལེའུ།,
,,,2,དགུ་པ། ཕྱག་རྒྱ་བསྟན་པའི་ལེའུ།,
,,,2,བཅུ་པ། མཆོད་པའི་ལེའུ།,
,,,2,བཅུ་གཅིག་པ། དམ་ཚིག་གི་ལེའུ།,
,,,2,བཅུ་གཉིས་པ། དྲོད་ཚད་བསྟན་པའི་ལེའུ།,
,,,2,བཅུ་གསུམ་པ། སྤོགས་ཤིང་ཐུགས་དམ་སྐོང་བའི་ལེའུ།,
,,,2,བཅུ་བཞི་པ། མ་མོ་རྟག་ཏུ་བསྟེན་པའི་ལེའུ།,
,,,2,བཅྭ་ལྔ་པ། དབང་བསྐུར་བའི་ལེའུ།,
,,,2,བཅུ་དྲུག་པ། ལས་སོ་སོ་མ་མོའི་བྱེ་བྲག་བསྟན་པའི་ལེའུ།,
,,,2,བཅུ་བདུན་པ། མར་མེ་བསྟན་པའི་ལེའུ།,
,,,2,བཅྭ་བརྒྱད་པ། ཡེ་ཤེས་ཀྱི་ཐིག་ལེ་བཤད་པའི་ལེའུ།,
,,,2,བཅུ་དགུ་པ། རྫུ་འཕྲུལ་བཅུ་དྲུག་གི་ལེའུ།,
,,,2,ཉི་ཤུ་པ། བསྟོད་པའི་ལེའུ།,
,,,2,ཉི་ཤུ་རྩ་གཅིག་པ། འཁོར་ལ་གཏད་པའི་ལེའུ།,
,,,2,ཉི་ཤུ་རྩ་གཉིས་པ། ཡོངས་སུ་ལུང་བསྟན་པའི་ལེའུ།,
,,J761,1,དྲག་སྔགས་འདུས་པ་རྡོ་རྗེ་རྩ་བའི་རྒྱུད་ཞེས་བྱ་བཿ,
,,,2,དང་པོ། ཆོ་འཕྲུལ་ཆེན་པོ་བསྟན་པའི་གླེང་གཞིའི་ལེའུ།,
,,,2,གཉིས་པ། བྱིན་བརླབས་ཆེན་པོས་དབང་དུ་བསྡུ་བའི་ལེའུ།,
,,,2,གསུམ་པ། ཚོགས་ཀྱི་དཀྱིལ་འཁོར་རབ་ཏུ་བཀོད་པའི་ལེའུ།,
,,,2,བཞི་པ། དོན་དམ་པའི་གནས་ཉེ་བར་བསྟན་པའི་ལེའུ།,
,,,2,ལྔ་པ། སྒྲོལ་བ་ཏིང་ངེ་འཛིན་གྱི་དམིགས་པའི་ལེའུ།,
,,,2,དྲུག་པ། དམོད་པ་ཉེ་བར་བསྒྲུབ་པའི་ལེའུ།,
,,,2,བདུན་པ། དྲེགས་པའི་སྡེ་སོ་སོའི་ལས་ལ་སྦྱར་བ་དྲག་སྔགས་ཀྱི་ལེའུ།,
,,,2,བརྒྱད་པ། དྲེགས་པ་ཅན་གྱི་སྡེ་རིགས་དབྱེ་བ་བསྟན་པའི་ལེའུ།,
,,,2,དགུ་པ། ཕྲིན་ལས་དམིགས་པའི་ཁྱད་པར་ལས་སྦྱར་བའི་ལེའུ།,
,,,2,བཅུ་པ། བསྟོད་པ་ཡོན་ཏན་བརྗོད་པའི་ལེའུ།,
,,,2,བཅུ་གཅིག་པ། ཕྲིན་ལས་ཀྱི་གཉེར་ཕུལ་བའི་ལེའུ།,
,,J762,1,འཇིག་རྟེན་མཆོད་བསྟོད་སྒྲུབ་པ་རྩ་བའི་རྒྱུད་ཞེས་བྱ་བ།,
,,,2,དང་པོ། གླེང་བཞིའི་ལེའུ།,
,,,2,གཉིས་པ། རྩ་བའི་ལས་ཀྱི་གཉེར་གཏད་པའི་ལེའུ།,
,,,2,གསུམ་པ། དམ་ཚིག་མཆོད་བསྟོད་ཀྱི་ལེའུ།,
,,,2,བཞི་པ། རྡོ་རྗེ་དམ་ཚིག་ཆེན་པོའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ལེའུ།,
,,,2,ལྔ་པ། མཆོད་བསྟོད་རྒྱ་ཆེན་པོའི་སྒོ་ནས་ཉེ་བར་བསྒྲུབ་པའི་ལེའུ།,
,,,2,དྲུག་པ། ཟབ་པའི་མཆོད་བསྟོད་གནད་ཀྱི་ལེའུ།,
,,,2,བདུན་པ། ཕྲིན་ལས་དྲག་པོའི་ལས་ལ་སྦྱར་བའི་ལེའུ།,
,,,2,བརྒྱད་པ། ལས་སྣ་ཚོགས་ཀྱི་རྩ་བའི་སྙིང་པོ་གནད་ཀྱི་ལེའུ།,
,,,2,དགུ་པ། རྟགས་ཀྱི་ལེའུ།,
,,,2,བཅུ་པ། རྟེན་རྫས་དང་ལས་ཀྱི་གཉེར་བསྒོ་བའི་ལེའུ།,
,,,2,བཅུ་གཅིག་པ། ཆོས་སྐུ་མཐར་ཐུག་ཏུ་སྒྲུབ་པར་གདམས་པའི་ལེའུ།,
,第105函 ཟ,J763,1,རྒྱུད་གཟུངས་འདུས།,
,,,2,དུས་འཁོར་རྭ་ལུགས་ཀྱི་བརྒྱུད་པ།,
,,,2,དུས་འཁོར་འགྲོ་ལུགས་ཀྱི་བརྒྱུད་པ།,
,,,2,སྦྱོར་དྲུག་གི་བརྒྱུད་པ།,
,,,2,དཔེ་མེད་མཚོའི་སྦྱོར་དྲུག་གི་བརྒྱུད་པ།,
,,,2,ལམ་འབྲས་ཀྱི་བརྒྱུད་པ།,
,,,2,པདྨ་ལམ་གྱི་བརྒྱུད་པ།,
,,,2,ནཱ་རོ་ཆོས་དྲུག་གི་བརྒྱུད་པ།,
,,,2,རྡོ་རྗེ་ཕྲེང་བའི་བརྒྱུད་པ།,
,,,2,ཀྱེ་རྡོར་ས་ལུགས་ཀྱི་བརྒྱུད་པ།,
,,,2,བདེ་མཆོག་གི་བརྒྱུད་པ།,
,,,2,བདེ་མཆོག་སྡོམ་འབྱུང་གི་བརྒྱུད་པ།,
,,,2,མ་ཧཱ་མ་ཡའི་བརྒྱུད་པ།,
,,,2,བདེ་མཆོག་རལ་གཅིག་གི་བརྒྱུད་པ།,
,,,2,ཚར་གསུམ་ཁུག་པའི་བརྒྱུད་པ།,
,,,2,གཅོད་ཀྱི་ཉེར་བརྒྱུད།,
,,,2,ཧའི་བརྒྱུད་པ།,
,,,2,གསང་འདུས་འཕགས་ལུགས་ཀྱི་བརྒྱུད་པ།,
,,,2,གསང་འདུས་འཇམ་རྡོར་གྱི་བརྒྱུད་པ།,
,,,2,བདེ་མཆོག་ནག་པོ་པའི་བརྒྱུད་པ།,
,,,2,བདེ་མཆོག་པཎ་ཆེན་མའི་བརྒྱུད་པ།,
,,,2,རྡོ་རྗེ་གདན་བཞིའི་བརྒྱུད་པ།,
,,,2,གཤེད་དམར་བཅུ་གསུམ་མའི་བརྒྱུད་པ།,
,,,2,དགྲ་ནག་གི་བརྒྱུད་པ།,
,,,2,ཚེ་དཔག་མེད་ཀྱི་བརྒྱུད་པ།,
,,,2,སྒྲོལ་མ་བཙུན་མའི་བརྒྱུད་པ།,
,,,2,བདག་མེད་མ་རྔོག་ལུགས་ཀྱི་བརྒྱུད་པ།,
,,,2,རྣལ་འབྱོར་མ་པཎ་ཆེན་ལུགས་ཀྱི་བརྒྱུད་པ།,
,,,2,རྡོ་རྗེ་འབྱུང་བའི་བརྒྱུད་པ།,
,,,2,ཀུན་རིག་གི་བརྒྱུད་པ།,
,,,2,དོན་ཞགས་ཀྱི་བརྒྱུད་པ།,
,,,2,རྣམ་འཇོམས་ཀྱི་བརྒྱུད་པ།,
,,,2,རྣམ་སྲས་ཀྱི་བརྒྱུད་པ།,
,,,2,པཎ་ཆེན་གྱི་སྡོམ་བརྒྱུད།,
,,,2,ཕར་ཕྱིན་གྱི་བརྒྱུད་པ།,
,,,2,མངོན་པ་ཀུན་བཏུས་ཀྱི་བརྒྱུད་པ།,
,,,2,འབུམ་གྱི་བརྒྱུད་པ།,
,,,2,འདུལ་བ་མདོ་རྩའི་བརྒྱུད་པ།,
,,,2,མཁན་བརྒྱུད་སྔ་མའི་རིམ་པ།,
,,,2,བསྟན་པ་གཏད་རབས་ཀྱི་བརྒྱུད་པ།,
,,,2,ཚད་མ་རྣམ་ངེས་ཀྱི་བརྒྱུད་པ།,
,,,2,གྲུབ་ཐོབ་བརྒྱད་ཅུ་རྩ་བཞིའི་མཚན།,
,,,2,མཚན་བརྗོད་ཀྱི་སྔགས།,
,,,2,དུས་འཁོར་གྱི་སྔགས།,
,,,2,དུས་འཁོར་འཁོར་ལོ་སྡོམ་ཆེན་གྱི་སྔགས།,
,,,2,བདེ་མཆོག་ལཱུ་ཨི་པའི་སྔགས།,
,,,2,རྣལ་འབྱོར་མ་ཀུན་སྤྱོད་ཀྱི་སྔགས།,
,,,2,བདེ་མཆོག་སྡོམ་འབྱུང་གི་སྔགས།,
,,,2,ཁྲག་འཐུང་མངོན་འབྱུང་གི་སྔགས།,
,,,2,ཕག་མོ་མངོན་བྱང་གི་སྔགས།,
,,,2,མཁའ་འགྲོ་རྒྱ་མཚོའི་སྔགས།,
,,,2,རྡོ་རྗེ་མཁའ་འགྲོའི་སྔགས།,
,,,2,བདེ་མཆོག་ནམ་མཁའ་དང་མཉམ་པའི་སྔགས།,
,,,2,རྣལ་འབྱོར་མ་བཞིའི་རྒྱུད་ཀྱི་སྔགས།,
,,,2,བརྟག་གཉིས་ཀྱི་སྔགས།,
,,,2,རྡོ་རྗེ་གུར་གྱི་རྒྱུད་སྔགས།,
,,,2,སམྦུ་ཊའི་རྒྱུད་ཀྱི་སྔགས།,
,,,2,དཔལ་ཡེ་ཤེས་སྙིང་པོའི་ཐིག་ལེའི་སྔགས།,
,,,2,དཔལ་ཡེ་ཤེས་སྙིང་པོའི་སྔགས།,
,,,2,དགྱེས་རྡོར་གསང་མཛོད་ཀྱི་སྔགས།,
,,,2,རྡོ་རྗེ་ཨ་ར་ལིའི་སྔགས།,
,,,2,རི་གི་ཨ་ར་ལིའི་སྔགས།,
,,,2,དཔལ་གདན་བཞིའི་རྒྱུད་སྔགས།,
,,,2,རྣལ་འབྱོར་གདན་བཞིའི་སྔགས།,
,,,2,སངས་རྒྱས་ཐོད་པའི་སྔགས།,
,,,2,རྡོ་རྗེ་བདུད་རྩི་བདེ་བ་ཆེན་པོའི་སྔགས།,
,,,2,མ་ཧཱ་མ་ཡའི་སྔགས།,
,,,2,ཟླ་གསང་ཐིག་ལེའི་སྔགས།,
,,,2,སངས་རྒྱས་ཐམས་ཅད་མཉམ་པར་སྦྱོར་བའི་རྒྱུད་སྔགས།,
,,,2,གསང་འདུས་རྩ་རྒྱུད་ཀྱི་སྔགས།,
,,,2,བཤད་རྒྱུད་རྡོ་རྗེ་ཕྲེང་བའི་སྔགས།,
,,,2,གསང་འདུས་རྡོ་རྗེ་སྙིང་པོ་རྒྱན་གྱི་རྒྱུད་སྔགས།,
,,,2,སྒྱུ་འཕྲུལ་དྲ་བའི་སྔགས།,
,,,2,རལ་གཅིག་མའི་རྒྱུད་སྔགས།,
,,,2,དགྲ་ནག་གི་སྔགས།,
,,,2,གཤིན་རྗེ་གདོང་དྲུག་གི་སྔགས།,
,,,2,གཤེད་དམར་གྱི་སྔགས།,
,,,2,ཁྲོ་བོའི་གཏུམ་པོའི་རྒྱུད་སྔགས།,
,,,2,ཕྱག་རྡོར་དྲག་པོ་གསུམ་འདུལ་གྱི་སྔགས།,
,,,2,རྣམ་འབྱེད་དྲག་པོ་གསུམ་འདུལ་གྱི་སྔགས།,
,,,2,ཕྱག་རྡོར་གསང་བ་སྔོན་བསྟན་གྱི་རྒྱུད་སྔགས།,
,,,2,རྡོ་རྗེ་གླུ་གར་གྱི་རྒྱུད་སྔགས།,
,,,2,མགོན་པོ་མངོན་འབྱུང་གི་རྒྱུད་སྔགས།,
,,,2,མགོན་པོ་དངོས་གྲུབ་འབྱུང་བའི་རྒྱུད་སྔགས།,
,,,2,དེ་ཉིད་བསྡུས་པའི་རྒྱུད་ཀྱི་སྔགས།,
,,,2,ཁམས་གསུམ་རྣམ་རྒྱལ་གྱི་སྔགས།,
,,,2,ངན་སོང་སྦྱོང་རྒྱུད་ཀྱི་སྔགས།,
,,,2,ངན་སོང་སྦྱོང་བ་གཟི་བརྗིད་ཀྱི་རྒྱལ་པོའི་སྔགས།,
,,,2,དཔལ་མཆོག་གི་རྒྱུད་ཕྱི་མའི་སྔགས།,
,,,2,རྡོ་རྗེ་སྙིང་པོ་རྒྱན་གྱི་སྔགས།,
,,,2,གསང་བ་རྒྱན་བཀོད་ཀྱི་སྔགས།,
,,,2,ནོར་བུ་ཐིག་ལེའི་སྔགས།,
,,,2,ཕྱག་རྡོར་དབང་བསྐུར་བའི་རྒྱུད་སྔགས།,
,,,2,དམ་ཚིག་གསུམ་བཀོད་ཀྱི་སྔགས།,
